"id","name","address","local","city","state","zip","lat","lng","phone","description","created_at","updated_at"
"165","Wintergreen Kennels","10 Douglas Rd","Southampton, MA 01073","Southampton","MA","01073",NULL,NULL,"(413) 562-9478","19. Wintergreen KennelsPet Boarding & KennelsPet GroomingPet StoresWebsiteServices49 Yearsin BusinessAccreditedBusiness",NULL,NULL
"166","Basic Pet Care Animal Hospital - Dr. Peter Lugten","642 Route 109","Lindenhurst, NY 11757","Lindenhurst","NY","11757",NULL,NULL,"(631) 694-0330","73. Basic Pet Care Animal Hospital - Dr. Peter LugtenPet Boarding & KennelsVeterinary Clinics & HospitalsPet Services(8)WebsiteServices34 Yearsin Business",NULL,NULL
"167","Koslow, Gary DVM","3095 Jericho Tpke","East Northport, NY 11731","East Northport","NY","11731",NULL,NULL,"(631) 499-6622","74. Koslow, Gary DVMPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServices22 Yearsin Business",NULL,NULL
"168","Rock Valley Kennels Inc","405 Rock Valley Rd","Holyoke, MA 01040","Holyoke","MA","01040",NULL,NULL,"(413) 535-5100","20. Rock Valley Kennels IncPet Boarding & KennelsPet GroomingWebsite25 Yearsin BusinessAccreditedBusiness",NULL,NULL
"169","Koslow, Gary DVM","3095 Jericho Tpke","East Northport, NY 11731","East Northport","NY","11731",NULL,NULL,"(631) 499-6622","74. Koslow, Gary DVMPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServices22 Yearsin Business",NULL,NULL
"170","All Life Matters",,"Williamsburg, MA 01096","Williamsburg","MA","01096",NULL,NULL,"(413) 268-2022","21. All Life MattersPet Boarding & KennelsPet Sitting & Exercising Services",NULL,NULL
"171","Robert E Decher DVM","521 Sunrise Hwy","West Islip, NY 11795","West Islip","NY","11795",NULL,NULL,"(631) 661-5380","75. Robert E Decher DVMPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices",NULL,NULL
"172","Valley Veterinary Hospital","320 Russell St","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 584-1223","22. Valley Veterinary HospitalPet Boarding & KennelsVeterinariansVeterinary Clinics & Hospitals(2)WebsiteServices69 Yearsin BusinessAccreditedBusiness",NULL,NULL
"173","Hounds Town Usa","356 Commack Rd","Deer Park, NY 11729","Deer Park","NY","11729",NULL,NULL,"(631) 522-1322","76. Hounds Town UsaPet Boarding & KennelsPet Sitting & Exercising ServicesKennelsWebsite22 Yearsin Business",NULL,NULL
"174","The Green Groomer","123 Hawley St","Northampton, MA 01060","Northampton","MA","01060",NULL,NULL,"(413) 586-7226","23. The Green GroomerPet Boarding & KennelsPet GroomingPet StoresWebsiteAccreditedBusiness",NULL,NULL
"175","Pet Zone Spa & Resort Inc","313 Larkfield Rd","East Northport, NY 11731","East Northport","NY","11731",NULL,NULL,"(631) 368-0047","77. Pet Zone Spa & Resort IncPet Boarding & KennelsKennelsPet Grooming18 Yearsin Business",NULL,NULL
"176","Pampered Pet Sitting","247 Northampton St Ste B","Easthampton, MA 01027","Easthampton","MA","01027",NULL,NULL,"(413) 529-0011","24. Pampered Pet SittingPet Boarding & KennelsPet Sitting & Exercising ServicesKennelsWebsite16 Yearsin BusinessAccreditedBusiness",NULL,NULL
"177","Agouri Feed Service Inc","245 Route 109","West Babylon, NY 11704","West Babylon","NY","11704",NULL,NULL,"(631) 482-1310","79. Agouri Feed Service IncPet Boarding & KennelsKennelsPet Sitting & Exercising ServicesWebsite",NULL,NULL
"178","Barking Bubbles","119 Federal St","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 467-1620","25. Barking BubblesPet Boarding & KennelsPet GroomingAccreditedBusiness",NULL,NULL
"179","Allstars Working Dogs","70 Nancy St","West Babylon, NY 11704","West Babylon","NY","11704",NULL,NULL,"(516) 855-7228","80. Allstars Working DogsPet Boarding & KennelsGuard DogsDog TrainingWebsite23 Yearsin Business",NULL,NULL
"180","Noho Pet Sitters","Po Box 60113","Florence, MA 01062","Florence","MA","01062",NULL,NULL,"(413) 537-2235","26. Noho Pet SittersPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite",NULL,NULL
"181","Robert E Decher DVM","521 Sunrise Hwy","West Islip, NY 11795","West Islip","NY","11795",NULL,NULL,"(631) 661-5380","75. Robert E Decher DVMPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices",NULL,NULL
"182","All Suffolk Dog Grooming","26 W Sunrise Hwy","Lindenhurst, NY 11757","Lindenhurst","NY","11757",NULL,NULL,"(631) 957-2319","81. All Suffolk Dog GroomingPet Boarding & KennelsPet ServicesPet Stores50 Yearsin Business",NULL,NULL
"183","Granby Animal Clinic Inc","51 W State St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-9280","27. Granby Animal Clinic IncPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServicesAmenities:Wheelchair accessible",NULL,NULL
"184","Hounds Town Usa","356 Commack Rd","Deer Park, NY 11729","Deer Park","NY","11729",NULL,NULL,"(631) 522-1322","76. Hounds Town UsaPet Boarding & KennelsPet Sitting & Exercising ServicesKennelsWebsite22 Yearsin Business",NULL,NULL
"185","Valley Inn For Pets","320 Russell St # 9539","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 584-5252","1. Valley Inn For PetsPet Boarding & KennelsWebsite",NULL,NULL
"186","North Shore Animal Center","264 Vernon Valley Rd","Northport, NY 11768","Northport","NY","11768",NULL,NULL,"(631) 754-0566","82. North Shore Animal CenterPet Boarding & KennelsKennelsWebsite92 Yearsin Business",NULL,NULL
"187","Pet Zone Spa & Resort Inc","313 Larkfield Rd","East Northport, NY 11731","East Northport","NY","11731",NULL,NULL,"(631) 368-0047","77. Pet Zone Spa & Resort IncPet Boarding & KennelsKennelsPet Grooming18 Yearsin Business",NULL,NULL
"188","Dix Hills Animal Hospital","1166 E Jericho Tpke","Huntington, NY 11743","Huntington","NY","11743",NULL,NULL,"(631) 271-8383","83. Dix Hills Animal HospitalPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinary Labs(2)WebsiteServices56 Yearsin Business",NULL,NULL
"189","Pet Hotel Hadley","155 Russell St","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 586-5525","2. Pet Hotel HadleyPet Boarding & KennelsPet GroomingPet Supplies & Foods-Wholesale & ManufacturersWebsite10 Yearsin Business",NULL,NULL
"190","Agouri Feed Service Inc","245 Route 109","West Babylon, NY 11704","West Babylon","NY","11704",NULL,NULL,"(631) 482-1310","79. Agouri Feed Service IncPet Boarding & KennelsKennelsPet Sitting & Exercising ServicesWebsite",NULL,NULL
"191","North Shore Veterinary Hospital","835 Fort Salonga Rd","Northport, NY 11768","Northport","NY","11768",NULL,NULL,"(631) 757-0522","84. North Shore Veterinary HospitalPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinarians(1)WebsiteServices92 Yearsin Business",NULL,NULL
"192","Allstars Working Dogs","70 Nancy St","West Babylon, NY 11704","West Babylon","NY","11704",NULL,NULL,"(516) 855-7228","80. Allstars Working DogsPet Boarding & KennelsGuard DogsDog TrainingWebsite23 Yearsin Business",NULL,NULL
"193","The Bed & Biscuit Pet Resort",,"Huntington, NY 11743","Huntington","NY","11743",NULL,NULL,"(631) 360-0379","1. The Bed & Biscuit Pet ResortPet Boarding & Kennels",NULL,NULL
"194","All Suffolk Dog Grooming","26 W Sunrise Hwy","Lindenhurst, NY 11757","Lindenhurst","NY","11757",NULL,NULL,"(631) 957-2319","81. All Suffolk Dog GroomingPet Boarding & KennelsPet ServicesPet Stores50 Yearsin Business",NULL,NULL
"195","North Shore Animal Center","264 Vernon Valley Rd","Northport, NY 11768","Northport","NY","11768",NULL,NULL,"(631) 754-0566","82. North Shore Animal CenterPet Boarding & KennelsKennelsWebsite92 Yearsin Business",NULL,NULL
"196","Dix Hills Animal Hospital","1166 E Jericho Tpke","Huntington, NY 11743","Huntington","NY","11743",NULL,NULL,"(631) 271-8383","83. Dix Hills Animal HospitalPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinary Labs(2)WebsiteServices56 Yearsin Business",NULL,NULL
"197","Barking Bublles","52 W State St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-1620","28. Barking BubllesPet Boarding & KennelsKennelsPet Grooming",NULL,NULL
"198","Thyro-Cat","227 Union Ave","Holbrook, NY 11741","Holbrook","NY","11741",NULL,NULL,"(631) 467-8228","2. Thyro-CatPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices23 Yearsin Business",NULL,NULL
"199","North Shore Veterinary Hospital","835 Fort Salonga Rd","Northport, NY 11768","Northport","NY","11768",NULL,NULL,"(631) 757-0522","84. North Shore Veterinary HospitalPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinarians(1)WebsiteServices92 Yearsin Business",NULL,NULL
"200","K9 Etiquette","59 Bridge St","South Hadley, MA 01075","South Hadley","MA","01075",NULL,NULL,"(413) 387-4368","30. K9 EtiquettePet Boarding & KennelsPet TrainingPet ServicesWebsite",NULL,NULL
"201","MacArthur Park K9 Center","1845 Pond Rd","Ronkonkoma, NY 11779","Ronkonkoma","NY","11779",NULL,NULL,"(631) 676-5580","4. MacArthur Park K9 CenterPet Boarding & KennelsPet ServicesDog TrainingCouponsDirections",NULL,NULL
"202","K9 Capers","87 Ramah Cir S","Agawam, MA 01001","Agawam","MA","01001",NULL,NULL,"(413) 786-9907","1. K9 CapersPet Boarding & KennelsKennelsPet Sitting & Exercising Services",NULL,NULL
"203","Granby Animal Clinic Inc","51 State St","Chicopee, MA 01013","Chicopee","MA","01013",NULL,NULL,"(413) 467-9280","32. Granby Animal Clinic IncPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinary LabsWebsiteServices26 Yearsin Business",NULL,NULL
"204","Wallys World of Dogs","143 Middle Island Rd","Medford, NY 11763","Medford","NY","11763",NULL,NULL,"(631) 729-1664","5. Wallys World of DogsPet Boarding & KennelsWebsite",NULL,NULL
"205","Agawam Dogworks","860 Suffield St","Agawam, MA 01001","Agawam","MA","01001",NULL,NULL,"(413) 342-4435","2. Agawam DogworksPet Boarding & KennelsPet Sitting & Exercising ServicesPet ServicesWebsiteAmenities:Wheelchair accessible",NULL,NULL
"206","North East Rottweiler Rescue & Referral","65 Alpine Dr","Amherst, MA 01002","Amherst","MA","01002",NULL,NULL,"(866) 392-0102","3. North East Rottweiler Rescue & ReferralPet Boarding & KennelsAccreditedBusiness",NULL,NULL
"207","Fcso Regional Dog Shelter","10 Sandy Ln","Turners Falls, MA 01376","Turners Falls","MA","01376",NULL,NULL,"(413) 676-9182","33. Fcso Regional Dog ShelterPet Boarding & KennelsKennels",NULL,NULL
"208","Petite Pets Boarding & Grooming Inc","141 Medford Ave","Patchogue, NY 11772","Patchogue","NY","11772",NULL,NULL,"(631) 730-5929","6. Petite Pets Boarding & Grooming IncPet Boarding & KennelsKennelsPet Grooming(2)",NULL,NULL
"209","porter road pet care","141 Porter Rd","East Longmeadow, MA 01028","East Longmeadow","MA","01028",NULL,NULL,"(413) 525-3532","5. porter road pet carePet Boarding & KennelsDog & Cat Grooming & SuppliesPet Grooming(1)Website33 Yearsin BusinessAccreditedBusiness",NULL,NULL
"210","K 9 Capers","2 River Rd","Wilbraham, MA 01095","Wilbraham","MA","01095",NULL,NULL,"(413) 786-9907","34. K 9 CapersPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite",NULL,NULL
"211","Mutt Rescue, Inc.","102 Grove St","Chicopee, MA 01020","Chicopee","MA","01020",NULL,NULL,"(413) 331-0864","6. Mutt Rescue, Inc.Pet Boarding & KennelsPet GroomingWebsite",NULL,NULL
"212","Pamper Ur Poochie Boarding Parlor","6 quaker ln","selden, NY 11784","selden","NY","11784",NULL,NULL,"(631) 860-3093","7. Pamper Ur Poochie Boarding ParlorPet Boarding & KennelsDog TrainingDog Day Care11 Yearsin Business",NULL,NULL
"213","The Good Dog Spot Inc","35C N Chicopee St","Chicopee, MA 01020","Chicopee","MA","01020",NULL,NULL,"(413) 534-1333","35. The Good Dog Spot IncPet Boarding & KennelsPet ServicesPet GroomingWebsite17 Yearsin BusinessAccreditedBusiness",NULL,NULL
"214","The Grooming Room","1394 Memorial Dr","Chicopee, MA 01020","Chicopee","MA","01020",NULL,NULL,"(413) 536-4823","36. The Grooming RoomPet Boarding & KennelsPet GroomingKennels(1)Website",NULL,NULL
"215","Shady Glen Boarding Kennel","37 Amherst Rd","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 323-7349","4. Shady Glen Boarding KennelPet Boarding & KennelsPet Grooming34 Yearsin BusinessAccreditedBusiness",NULL,NULL
"216","Howland Roger","146 Temby St","Springfield, MA 01119","Springfield","MA","01119",NULL,NULL,"(413) 783-2173","7. Howland RogerPet Boarding & Kennels",NULL,NULL
"217","Snow Drift Kennels","95 Montauk Hwy","Blue Point, NY 11715","Blue Point","NY","11715",NULL,NULL,"(631) 363-2226","8. Snow Drift KennelsPet Boarding & Kennels45 Yearsin Business",NULL,NULL
"218","Contented Cats","340 Amherst Rd","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 813-1718","5. Contented CatsPet Boarding & KennelsPet Sitting & Exercising Services6 Yearsin BusinessAccreditedBusiness",NULL,NULL
"219","Klassee K-9 Kennel","319 Loomis St","Westfield, MA 01085","Westfield","MA","01085",NULL,NULL,"(413) 562-1609","8. Klassee K-9 KennelPet Boarding & KennelsPet Grooming(1)Website75 Yearsin Business",NULL,NULL
"220","Woof Sitters","7 Tulip Hill Ln","South Setauket, NY 11720","South Setauket","NY","11720",NULL,NULL,"(631) 732-5555","9. Woof SittersPet Boarding & KennelsKennelsPet Sitting & Exercising Services",NULL,NULL
"221","Bow Wow Resort","203 Long Plain Rd","South Deerfield, MA 01373","South Deerfield","MA","01373",NULL,NULL,"(413) 397-9792","6. Bow Wow ResortPet Boarding & Kennels",NULL,NULL
"222","Pet Pals Bed & Biscuit","334 Somers Rd","Hampden, MA 01036","Hampden","MA","01036",NULL,NULL,"(413) 566-9866","9. Pet Pals Bed & BiscuitPet Boarding & KennelsKennels23 Yearsin Business",NULL,NULL
"223","Hounds Town - Port Jeff","509 Bicycle Path","Port Jefferson Station, NY 11776","Port Jefferson Station","NY","11776",NULL,NULL,"(631) 476-9320","10. Hounds Town - Port JeffPet Boarding & KennelsKennelsWebsiteAmenities:Wheelchair accessible",NULL,NULL
"224","A Parade of Pets","60 Pleasant St","Easthampton, MA 01027","Easthampton","MA","01027",NULL,NULL,"(413) 527-8036","7. A Parade of PetsPet Boarding & KennelsWebsite",NULL,NULL
"225","The PAWS Training Group","433 Center St","Ludlow, MA 01056","Ludlow","MA","01056",NULL,NULL,"(508) 414-7017","10. The PAWS Training GroupPet Boarding & KennelsDog TrainingPet Specialty ServicesWebsite25 Yearsin Business",NULL,NULL
"226","Pet Expressions","479 Lake Avenue","Saint James, NY 11780","Saint James","NY","11780",NULL,NULL,"(631) 361-3331","11. Pet ExpressionsPet Boarding & KennelsPet GroomingPet Sitting & Exercising Services(3)33 Yearsin Business",NULL,NULL
"227","Maplewood Boarding Kennels","16 East St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-9621","8. Maplewood Boarding KennelsPet Boarding & Kennels34 Yearsin BusinessAccreditedBusiness",NULL,NULL
"228","Best In Show Pet Spa","250 Main St","Windsor Locks, CT 06096","Windsor Locks","CT","06096",NULL,NULL,"(860) 386-0590","11. Best In Show Pet SpaPet Boarding & KennelsKennels14 Yearsin Business",NULL,NULL
"229","Smittys Pet Resort & Spa - Dog Boarding Kennel","103 Currans Rd","Middle Island, NY 11953","Middle Island","NY","11953",NULL,NULL,"(631) 345-0000","13. Smittys Pet Resort & Spa - Dog Boarding KennelPet Boarding & Kennels49 Yearsin Business",NULL,NULL
"230","Belchertown Boarding Kennel","176 Ware Rd","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 323-7641","9. Belchertown Boarding KennelPet Boarding & KennelsPet TrainingWebsite46 Yearsin BusinessAccreditedBusiness",NULL,NULL
"231","Mutt Cuts","63 1/2 Main St Ste 2","Chicopee, MA 01020","Chicopee","MA","01020",NULL,NULL,"(413) 594-8144","37. Mutt CutsPet Boarding & KennelsPet GroomingPet TrainingWebsite",NULL,NULL
"232","Little Monsters Pet Sitting and Boarding","Chestnut St","Mount Sinai, NY 11766","Mount Sinai","NY","11766",NULL,NULL,"(631) 834-6698","14. Little Monsters Pet Sitting and BoardingPet Boarding & KennelsWebsite",NULL,NULL
"233","Mt Tom Boarding Kennel","320 Easthampton Rd","Holyoke, MA 01040","Holyoke","MA","01040",NULL,NULL,"(413) 533-0217","10. Mt Tom Boarding KennelPet Boarding & KennelsPet Grooming(3)Website26 Yearsin Business",NULL,NULL
"234","North East Rottweiler Rescue & Referral","65 Alpine Dr","Amherst, MA 01002","Amherst","MA","01002",NULL,NULL,"(866) 392-0102","1. North East Rottweiler Rescue & ReferralPet Boarding & KennelsAccreditedBusiness",NULL,NULL
"235","Kessler Kennel Farms","42 Copper Hill Rd","East Granby, CT 06026","East Granby","CT","06026",NULL,NULL,"(860) 653-3206","12. Kessler Kennel FarmsPet Boarding & KennelsWebsite17 Yearsin BusinessAccreditedBusinessAmenities:Wheelchair accessible",NULL,NULL
"236","Wags and Tails Kennel Enterprises","101 Currans Rd","Middle Island, NY 11953","Middle Island","NY","11953",NULL,NULL,"(631) 924-7777","15. Wags and Tails Kennel EnterprisesPet Boarding & KennelsPet ServicesKennels(1)Website",NULL,NULL
"237","Valley Inn For Pets","320 Russell St # 9539","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 584-5252","2. Valley Inn For PetsPet Boarding & KennelsWebsite",NULL,NULL
"238","Rock Valley Kennels Inc","405 Rock Valley Rd","Holyoke, MA 01040","Holyoke","MA","01040",NULL,NULL,"(413) 535-5100","13. Rock Valley Kennels IncPet Boarding & KennelsPet GroomingWebsite25 Yearsin BusinessAccreditedBusiness",NULL,NULL
"239","Fonab Kennels","132 Cowie Rd","Commack, NY 11725","Commack","NY","11725",NULL,NULL,"(631) 543-0325","16. Fonab KennelsPet Boarding & KennelsPet Services45 Yearsin Business",NULL,NULL
"240","Pet Hotel Hadley","155 Russell St","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 586-5525","3. Pet Hotel HadleyPet Boarding & KennelsPet GroomingPet Supplies & Foods-Wholesale & ManufacturersWebsite10 Yearsin Business",NULL,NULL
"241","Wintergreen Kennels","10 Douglas Rd","Southampton, MA 01073","Southampton","MA","01073",NULL,NULL,"(413) 562-9478","14. Wintergreen KennelsPet Boarding & KennelsPet GroomingPet StoresWebsiteServices49 Yearsin BusinessAccreditedBusiness",NULL,NULL
"242","Creature Comforts Boarding Kennel Creature Comforts Boarding Kennel","111 North Rd","Westhampton, MA 01027","Westhampton","MA","01027",NULL,NULL,"(413) 527-9999","11. Creature Comforts Boarding Kennel Creature Comforts Boarding KennelPet Boarding & Kennels27 Yearsin Business",NULL,NULL
"243","kats pet care","85 Meadow Glen Rd","Northport, NY 11768","Northport","NY","11768",NULL,NULL,"(631) 880-2130","18. kats pet carePet Boarding & Kennels",NULL,NULL
"244","Contented Cats","340 Amherst Rd","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 813-1718","4. Contented CatsPet Boarding & KennelsPet Sitting & Exercising Services6 Yearsin BusinessAccreditedBusiness",NULL,NULL
"245","Mt Tom Boarding Kennel","320 Easthampton Rd","Holyoke, MA 01040","Holyoke","MA","01040",NULL,NULL,"(413) 533-0217","15. Mt Tom Boarding KennelPet Boarding & KennelsPet Grooming(3)Website26 Yearsin Business",NULL,NULL
"246","Pampurred Puss","149 East St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-1077","12. Pampurred PussPet Boarding & KennelsWebsite24 Yearsin BusinessAccreditedBusinessAmenities:Wheelchair accessible",NULL,NULL
"247","Bow Wow Resort","203 Long Plain Rd","South Deerfield, MA 01373","South Deerfield","MA","01373",NULL,NULL,"(413) 397-9792","5. Bow Wow ResortPet Boarding & Kennels",NULL,NULL
